product_A,price_A,tier_A,product_B,price_B,tier_B,pair_sales_count,avg_buyer_score,high_intent_ratio,bundle_strategy_type
Google Bellevue Campus Sticker,1.988,Low,Google PNW Campus Mug,10.531,Low,3,9749,100,General Bundle
Google Bellevue Campus Sticker,1.988,Low,Google PNW Campus Lapel Pin,5.667,Low,3,9749,100,General Bundle
Google Black Cork Journal,11.988,Low,Google Seattle Campus Sticker,1.971,Low,3,11868,100,General Bundle
Google Black Cork Journal,11.988,Low,Google Heathered Pom Beanie,14.996,Low,3,6144.3,100,General Bundle
Google Black Cork Journal,11.988,Low,Google Hemp Tote,21.156,Mid,3,7185.7,100,General Bundle
Google Black Cork Journal,11.988,Low,Google Land & Sea Journal Set,14.997,Low,3,6296.3,100,General Bundle
Google Black Cork Journal,11.988,Low,Google Speckled Beanie Navy,19.996,Mid,3,11400.3,100,General Bundle
Google Black Cork Journal,11.988,Low,Google Mural Sticker Sheet,2.993,Low,3,5466.7,100,General Bundle
Google Black Cork Journal,11.988,Low,Google Mural Sticky Note Pad,19.436,Mid,3,5764.7,100,General Bundle
Google Black Cork Journal,11.988,Low,Google Cloud Pen,2.986,Low,3,5829,100,General Bundle
Google Black Cork Journal,11.988,Low,Google Speckled Beanie Grey,19.995,Mid,3,8722.3,100,General Bundle
Google Black Cork Journal,11.988,Low,Google Crewneck Sweatshirt Navy,54.971,High,3,6955,100,Add-on Strategy (업셀링)
Google Black Cork Journal,11.988,Low,Google Cork Journal,8.788,Low,3,2275.7,100,General Bundle
Google Black Cork Journal,11.988,Low,Google Flat Front Bag Grey,29.997,High,3,5494.3,100,Add-on Strategy (업셀링)
Google Blue Kids Sunglasses,4.987,Low,Google Mural Sticker Sheet,2.993,Low,3,5357.3,100,General Bundle
Google Blue Kids Sunglasses,4.987,Low,Google Youth Hero Tee Grey,23.976,Mid,3,8865.3,100,General Bundle
Google Blue Kids Sunglasses,4.987,Low,Google Sunglasses,3.974,Low,3,6048.3,100,General Bundle
Google Blue Kids Sunglasses,4.987,Low,Google Emoji Sticker Pack,4.999,Low,3,2647.7,100,General Bundle
Google Blue Stojo Cup,24.969,Mid,Google Mural Mug,16.729,Mid,3,4343.3,100,Volume Builder (크로스셀링)
Google Blue Stojo Cup,24.969,Mid,Google Heathered Pom Beanie,14.996,Low,3,3535,100,General Bundle
Google Blue YoYo,3.833,Low,Google Emoji Magnet Set,9.662,Low,3,8887,100,General Bundle
Google Blue YoYo,3.833,Low,Google Laptop and Cell Phone Stickers,2.999,Low,3,8102.7,100,General Bundle
Google Blue YoYo,3.833,Low,Google Yellow YoYo,3.949,Low,3,3215.3,100,General Bundle
Google Bot (Multicolored),9.989,Low,Google Yellow YoYo,3.949,Low,3,6450.3,100,General Bundle
Google Bot (Multicolored),9.989,Low,Google SF Campus Tote,8.679,Low,3,5675,100,General Bundle
Google Bot (Multicolored),9.989,Low,Google Red YoYo,3.895,Low,3,5988,100,General Bundle
Google Boulder Campus Lapel Pin,5.349,Low,Google NYC Campus Lapel Pin,5.984,Low,3,6731.3,100,General Bundle
Google Boulder Campus Lapel Pin,5.349,Low,Google SF Campus Lapel Pin,5.102,Low,3,6374,100,General Bundle
Google Boulder Campus Lapel Pin,5.349,Low,Google Boulder Campus Sticker,1.97,Low,3,8844.3,100,General Bundle
Google Boulder Campus Mug,10.454,Low,Google Boulder Campus Sticker,1.97,Low,3,6839,100,General Bundle
Google Boulder Campus Sticker,1.97,Low,Google PNW Campus Lapel Pin,5.667,Low,3,11755.3,100,General Bundle
Google Boulder Campus Sticker,1.97,Low,Google Seattle Campus Mug,10.777,Low,3,11755.3,100,General Bundle
Google Boulder Campus Sticker,1.97,Low,Google Kirkland Campus Mug,10.934,Low,3,11755.3,100,General Bundle
Google Boulder Campus Sticker,1.97,Low,Google PNW Campus Mug,10.531,Low,3,11755.3,100,General Bundle
Google Cambridge Campus Mug,11.932,Low,Google Sunnyvale Campus Mug,10.676,Low,3,3353.3,100,General Bundle
Google Cambridge Campus Mug,11.932,Low,Google PNW Campus Unisex Tee,21.634,Mid,3,9153.7,100,General Bundle
Google Cambridge Campus Mug,11.932,Low,Google PNW Campus Lapel Pin,5.667,Low,3,11755.3,100,General Bundle
Google Cambridge Campus Mug,11.932,Low,Google LA Campus Sticker,1.972,Low,3,11584,100,General Bundle
Google Cambridge Campus Mug,11.932,Low,Google Seattle Campus Sticker,1.971,Low,3,11755.3,100,General Bundle
Google Cambridge Campus Sticker,1.997,Low,Google Kirkland Campus Sticker,1.992,Low,3,11670.7,100,General Bundle
Google Cambridge Campus Sticker,1.997,Low,Google Seattle Campus Sticker,1.971,Low,3,11670.7,100,General Bundle
Google Camp Mug Gray,12.941,Low,Google Large Tote White,12.997,Low,3,6673.7,100,General Bundle
Google Camp Mug Gray,12.941,Low,Google Red Speckled Tee,29.944,High,3,6975.3,100,Add-on Strategy (업셀링)
Google Camp Mug Gray,12.941,Low,Google Navy Speckled Tee,29.997,High,3,4613,100,Add-on Strategy (업셀링)
Google Camp Mug Gray,12.941,Low,Google Speckled Beanie Navy,19.996,Mid,3,3464.7,100,General Bundle
Google Camp Mug Gray,12.941,Low,Google Pen Grey,1.993,Low,3,4745,100,General Bundle
Google Camp Mug Gray,12.941,Low,Google Pen White,2,Low,3,4820,100,General Bundle
Google Camp Mug Gray,12.941,Low,Google Hemp Tote,21.156,Mid,3,1677.7,100,General Bundle
Google Camp Mug Gray,12.941,Low,Google Crew Socks,15.996,Low,3,1109.2,100,General Bundle
Google Camp Mug Gray,12.941,Low,Google Light Pen Red,2.921,Low,3,2875.3,100,General Bundle
Google Camp Mug Gray,12.941,Low,Google Canteen Bottle Black,23.906,Mid,3,4146.7,100,General Bundle
Google Camp Mug Gray,12.941,Low,Google Crew Striped Athletic Sock,17,Mid,3,1839.3,100,General Bundle
Google Camp Mug Gray,12.941,Low,Google Mesh Bag Blue,6,Low,3,3684,100,General Bundle
Google Camp Mug Ivory,12.93,Low,Google F/C Longsleeve Ash,,,3,7703.7,100,General Bundle
Google Camp Mug Ivory,12.93,Low,Google Super G Tumbler (Red Lid),27.863,Mid,3,7131.7,100,General Bundle
Google Camp Mug Ivory,12.93,Low,Google Land & Sea Mug,16.968,Mid,3,2593.7,100,General Bundle
Google Camp Mug Ivory,12.93,Low,Google Seattle Campus Mug,10.777,Low,3,2584.3,100,General Bundle
Google Camp Mug Ivory,12.93,Low,Google Crewneck Sweatshirt Navy,54.971,High,3,5518.7,100,Add-on Strategy (업셀링)
Google Camp Mug Ivory,12.93,Low,Google Laptop and Cell Phone Stickers,2.999,Low,3,5122,100,General Bundle
Google Camp Mug Ivory,12.93,Low,Google Woodtop Bottle Black,29.978,High,3,4331.7,100,Add-on Strategy (업셀링)
Google Camp Mug Ivory,12.93,Low,Google Mouse Pad Navy,5,Low,3,1158,100,General Bundle
Google Camp Mug Ivory,12.93,Low,Google Speckled Beanie Grey,19.995,Mid,3,5912,100,General Bundle
Google Campus Bike,39.125,High,Google Laptop and Cell Phone Stickers,2.999,Low,3,8320.7,100,Add-on Strategy (업셀링)
Google Campus Bike,39.125,High,Google NYC Campus Zip Hoodie,54.226,High,3,4236.7,100,Premium Set (VIP 타겟)
Google Campus Bike,39.125,High,Noogler Android Figure,15.997,Low,3,8631,100,Add-on Strategy (업셀링)
Google Campus Bike,39.125,High,Google Campus Bike Tote Navy,10.998,Low,3,5330.7,100,Add-on Strategy (업셀링)
Google Campus Bike,39.125,High,Google Crewneck Sweatshirt Navy,54.971,High,3,7676.7,100,Premium Set (VIP 타겟)
Google Campus Bike,39.125,High,Google Campus Bike Bottle,26.997,Mid,3,4460.7,100,General Bundle
Google Campus Bike,39.125,High,Google Emoji Magnet Set,9.662,Low,3,2929.3,100,Add-on Strategy (업셀링)
Google Campus Bike,39.125,High,Keyboard DOT Sticker,2,Low,3,4243.3,100,Add-on Strategy (업셀링)
Google Campus Bike Bottle,26.997,Mid,Google Campus Bike Eco Tee Navy,24.991,Mid,3,5269.3,100,Volume Builder (크로스셀링)
Google Campus Bike Carry Pouch,7.999,Low,Google NYC Campus Mug,11.852,Low,3,6241.7,100,General Bundle
Google Campus Bike Grid Task Pad,12.99,Low,Google Pen Red,1.907,Low,3,5622.7,100,General Bundle
Google Campus Bike Mini Backpack,39.64,High,Google Mural Sticker Sheet,2.993,Low,3,3342,100,Add-on Strategy (업셀링)
Google Campus Bike Mini Backpack,39.64,High,Google Heathered Pom Beanie,14.996,Low,3,2796.7,100,Add-on Strategy (업셀링)
Google Campus Bike Tote Navy,10.998,Low,Google Large Tote White,12.997,Low,3,2097,100,General Bundle
Google Campus Bike Tote Navy,10.998,Low,Google KeepCup,34.233,High,3,4151,100,Add-on Strategy (업셀링)
Google Campus Bike Tote Navy,10.998,Low,Google Mural Mug,16.729,Mid,3,5129.3,100,General Bundle
Google Campus Bike Tote Navy,10.998,Low,Google Speckled Beanie Navy,19.996,Mid,3,7615.7,100,General Bundle
Google Campus Bike Tote Navy,10.998,Low,Google Land & Sea Tote Bag,19.987,Mid,3,4068,100,General Bundle
Google Campus Bike Tote Navy,10.998,Low,Google NYC Campus Mug,11.852,Low,3,5344,100,General Bundle
Google Campus Bike Tote Navy,10.998,Low,Google Seattle Campus Mug,10.777,Low,3,5149,100,General Bundle
Google Canteen Bottle Black,23.906,Mid,Google Clear Pen 4-Pack,4.947,Low,3,3634.3,100,General Bundle
Google Canteen Bottle Black,23.906,Mid,Google Thermal Tumbler Navy,17.912,Mid,3,2766,100,Volume Builder (크로스셀링)
Google Canteen Bottle Black,23.906,Mid,Google Crewneck Sweatshirt Navy,54.971,High,3,5458.3,100,General Bundle
Google Canteen Bottle Black,23.906,Mid,Google Zip Hoodie F/C,59.99,High,3,2526.2,100,General Bundle
Google Canteen Bottle Black,23.906,Mid,Google Light Pen Red,2.921,Low,3,5303,100,General Bundle
Google Canteen Bottle Black,23.906,Mid,Google Utility Bag Grey,9.973,Low,3,3107,100,General Bundle
Google Canteen Bottle Black,23.906,Mid,Google Mural Mug,16.729,Mid,3,5653,100,Volume Builder (크로스셀링)
Google Canteen Bottle Black,23.906,Mid,Google Premium Sunglasses,18.662,Mid,3,5178,100,Volume Builder (크로스셀링)
Google Canteen Bottle Black,23.906,Mid,Google Crew Combed Cotton Sock,16.989,Mid,3,2864.3,100,Volume Builder (크로스셀링)
Google Chicago Campus Mug,10.769,Low,Google Seattle Campus Mug,10.777,Low,3,5328.7,100,General Bundle
Google Chicago Campus Mug,10.769,Low,Google Chicago Campus Zip Hoodie,55.633,High,3,2754.7,100,Add-on Strategy (업셀링)
Google Clear Framed Blue Shades,4.632,Low,Google Mural Sticker Sheet,2.993,Low,3,5279.7,100,General Bundle
Google Clear Framed Blue Shades,4.632,Low,Google Seattle Campus Mug,10.777,Low,3,6913,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google Light Pen Green,2.943,Low,3,3694.7,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google Youth Badge Tee Olive,23.655,Mid,3,8322,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google Sunglasses,3.974,Low,3,2922.3,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google Recycled Writing Set,4.698,Low,3,3512.7,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google Toddler Hero Tee Black,23.774,Mid,3,6484.3,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google Magnet,7.77,Low,3,7804.7,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Noogler Android Figure,15.997,Low,3,7369,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google Mouse Pad Navy,5,Low,3,4223.7,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google SF Campus Tote,8.679,Low,3,3623.7,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google Mural Socks,14.96,Low,3,5634,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google Speckled Beanie Grey,19.995,Mid,3,9128.3,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google Toddler FC Tee Charcoal,24.994,Mid,3,4158.3,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google Confetti Slim Task Pad,5.965,Low,3,5019.7,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google Crewneck Sweatshirt Navy,54.971,High,3,6533.7,100,Add-on Strategy (업셀링)
Google Clear Pen 4-Pack,4.947,Low,Google Confetti Pen White,1.993,Low,3,3600.3,100,General Bundle
Google Clear Pen 4-Pack,4.947,Low,Google Confetti Task Pad,10.539,Low,3,5842.7,100,General Bundle
Google Cloud Pen,2.986,Low,Google Large Standard Journal Grey,15.994,Low,3,5366.7,100,General Bundle
Google Cloud Pen,2.986,Low,Google Magnet,7.77,Low,3,5353.3,100,General Bundle
Google Cloud Pen,2.986,Low,Google Pen Neon Coral,1.947,Low,3,6222.7,100,General Bundle
Google Cloud Pen,2.986,Low,Google Zip Hoodie F/C,59.99,High,3,4708.3,100,Add-on Strategy (업셀링)
Google Cloud Pen,2.986,Low,Noogler Android Figure,15.997,Low,3,5483,100,General Bundle
Google Cloud Pen,2.986,Low,Google Light Pen Red,2.921,Low,3,4381,100,General Bundle
Google Cloud Pen,2.986,Low,Google Pen Grey,1.993,Low,3,10237.3,100,General Bundle
Google Confetti Pen White,1.993,Low,Google Pen Bright Blue,1.998,Low,3,3918.7,100,General Bundle
Google Confetti Slim Task Pad,5.965,Low,Google Confetti Task Pad,10.539,Low,3,7210,100,General Bundle
Google Confetti Task Pad,10.539,Low,Google Pen White,2,Low,3,3912.3,100,General Bundle
Google Confetti Task Pad,10.539,Low,Google Crew Striped Athletic Sock,17,Mid,3,5843.3,100,General Bundle
Google Cork Card Holder,23.118,Mid,Google Crew Combed Cotton Sock,16.989,Mid,3,5451.7,100,Volume Builder (크로스셀링)
Google Cork Key Ring,8.962,Low,Google Crewneck Sweatshirt Navy,54.971,High,3,4898,100,Add-on Strategy (업셀링)
Google Cork Key Ring,8.962,Low,Google SF Campus Tote,8.679,Low,3,5463.3,100,General Bundle
Google Crew Combed Cotton Sock,16.989,Mid,Google Red Speckled Tee,29.944,High,3,4265,100,General Bundle
Google Crew Combed Cotton Sock,16.989,Mid,Google Mural Socks,14.96,Low,3,3166.7,100,General Bundle
Google Crew Combed Cotton Sock,16.989,Mid,Google Glass Bottle,22.998,Mid,3,8396,100,Volume Builder (크로스셀링)
Google Crew Combed Cotton Sock,16.989,Mid,Google Sunglasses,3.974,Low,3,3015.1,100,General Bundle
Google Crew Socks,15.996,Low,YouTube Transmission Journal Red,15.997,Low,3,1399.7,100,General Bundle
Google Crew Socks,15.996,Low,Google Zip Hoodie F/C,59.99,High,3,2111.3,100,Add-on Strategy (업셀링)
Google Crew Socks,15.996,Low,Google NYC Campus Sticker,1.994,Low,3,5311,100,General Bundle
Google Crew Socks,15.996,Low,Google NYC Campus Mug,11.852,Low,3,5456,100,General Bundle
Google Crew Socks,15.996,Low,Google Land & Sea Cotton Cap,16.999,Mid,3,2769.7,100,General Bundle
Google Crew Striped Athletic Sock,17,Mid,Google Land & Sea Cotton Cap,16.999,Mid,3,4932.3,100,Volume Builder (크로스셀링)
Google Crew Striped Athletic Sock,17,Mid,Google F/C Longsleeve Ash,,,3,1850,100,General Bundle
Google Crew Striped Athletic Sock,17,Mid,Google Super G Tumbler (Red Lid),27.863,Mid,3,5614.7,100,Volume Builder (크로스셀링)
Google Crew Striped Athletic Sock,17,Mid,Google NYC Campus Zip Hoodie,54.226,High,3,3949,100,General Bundle
Google Crewneck Sweatshirt Green,54.908,High,Google Land & Sea Cotton Cap,16.999,Mid,3,2906.3,100,General Bundle
Google Crewneck Sweatshirt Green,54.908,High,Womens Google Striped LS,,,3,3041.8,100,General Bundle
Google Crewneck Sweatshirt Navy,54.971,High,Google Thermal Tumbler Navy,17.912,Mid,3,5992.7,100,General Bundle
Google Crewneck Sweatshirt Navy,54.971,High,Google LA Campus Mug,10.551,Low,3,2203,100,Add-on Strategy (업셀링)
Google Crewneck Sweatshirt Navy,54.971,High,Google Speckled Beanie Navy,19.996,Mid,3,4721,100,General Bundle
Google Crewneck Sweatshirt Navy,54.971,High,Google Women's Microfleece Jacket Black,74.989,High,3,13048.3,100,Premium Set (VIP 타겟)
Google Crewneck Sweatshirt Navy,54.971,High,Google Large Tote White,12.997,Low,3,2449,100,Add-on Strategy (업셀링)
Google Crewneck Sweatshirt Navy,54.971,High,YouTube Icon Tee Charcoal,21.983,Mid,3,3271.8,100,General Bundle
Google Cup Cap Tumbler Grey,29.988,High,Google Red Speckled Tee,29.944,High,3,1291.3,100,Premium Set (VIP 타겟)
Google Dino Game Tee,39.628,High,Womens Google Striped LS,,,3,4071.8,100,General Bundle
Google Dino Game Tee,39.628,High,Google Zip Hoodie F/C,59.99,High,3,4781,100,Premium Set (VIP 타겟)
Google Emoji Magnet Set,9.662,Low,YouTube Twill Sandwich Cap Black,13,Low,3,4834,100,General Bundle
Google Emoji Magnet Set,9.662,Low,Google Magnet,7.77,Low,3,1645.7,100,General Bundle
Google Emoji Magnet Set,9.662,Low,Noogler Android Figure,15.997,Low,3,3278.7,100,General Bundle
Google Emoji Magnet Set,9.662,Low,Google Emoji Sticker Pack,4.999,Low,3,4968.7,100,General Bundle
Google Emoji Sticker Pack,4.999,Low,Google Laptop and Cell Phone Stickers,2.999,Low,3,8062.3,100,General Bundle
Google F/C Longsleeve Ash,,,Google Glass Bottle,22.998,Mid,3,6851,100,General Bundle
Google F/C Longsleeve Ash,,,Google F/C Longsleeve Charcoal,,,3,2558.8,100,General Bundle
Google F/C Longsleeve Ash,,,Google Speckled Beanie Grey,19.995,Mid,3,6270,100,General Bundle
Google F/C Longsleeve Ash,,,Google Metallic Notebook Set,5.998,Low,3,3902,100,General Bundle
Google F/C Longsleeve Ash,,,Google Light Pen Blue,2.962,Low,3,4755.7,100,General Bundle
Google F/C Longsleeve Charcoal,,,Google Pen White,2,Low,3,3396.7,100,General Bundle
Google Felt Refillable Journal,22.299,Mid,Google Utility Bag Grey,9.973,Low,3,4720.3,100,General Bundle
Google Flat Front Bag Grey,29.997,High,YouTube Twill Sandwich Cap Black,13,Low,3,3132.7,100,Add-on Strategy (업셀링)
Google Flat Front Bag Grey,29.997,High,YouTube Play Mug,12.986,Low,3,1874,100,Add-on Strategy (업셀링)
Google Flat Front Bag Grey,29.997,High,Google Land & Sea Cotton Cap,16.999,Mid,3,6550,100,General Bundle
Google Flat Front Bag Grey,29.997,High,Google Woodtop Bottle Black,29.978,High,3,5362.7,100,Premium Set (VIP 타겟)
Google Glass Bottle,22.998,Mid,Google Land & Sea Nalgene Water Bottle,24.972,Mid,3,4857.7,100,Volume Builder (크로스셀링)
Google Heather Green Speckled Tee,29.93,High,Google Navy Speckled Tee,29.997,High,3,1927,100,Premium Set (VIP 타겟)
Google Heather Green Speckled Tee,29.93,High,Womens Google Striped LS,,,3,3355.7,100,General Bundle
Google Heathered Pom Beanie,14.996,Low,Google PNW Campus Tote,10.442,Low,3,5487.3,100,General Bundle
Google Heathered Pom Beanie,14.996,Low,Google Utility Bag Grey,9.973,Low,3,1837.7,100,General Bundle
Google Heathered Pom Beanie,14.996,Low,Stan and Friends Youth Tee Green,23.304,Mid,3,7869.7,100,General Bundle
Google Heathered Pom Beanie,14.996,Low,Google Youth Hero Tee Grey,23.976,Mid,3,6005.3,100,General Bundle
Google Heathered Pom Beanie,14.996,Low,Google Seaport Tote,59.2,High,3,2209.7,100,Add-on Strategy (업셀링)
Google Heathered Pom Beanie,14.996,Low,Google Packable Bag Black,19.859,Mid,3,3537.7,100,General Bundle
Google Heathered Pom Beanie,14.996,Low,YouTube Icon Tee Charcoal,21.983,Mid,3,4859.7,100,General Bundle
Google Heathered Pom Beanie,14.996,Low,Google Land & Sea Mug,16.968,Mid,3,4831.3,100,General Bundle
Google Heathered Pom Beanie,14.996,Low,Super G Unisex Joggers,36.973,High,3,2735,100,Add-on Strategy (업셀링)
Google Heathered Pom Beanie,14.996,Low,Google Land & Sea Tote Bag,19.987,Mid,3,7947.3,100,General Bundle
Google Heathered Pom Beanie,14.996,Low,Google Women's Grid Zip-Up,62.975,High,3,5057.7,100,Add-on Strategy (업셀링)
Google Heathered Pom Beanie,14.996,Low,Noogler Android Figure,15.997,Low,3,2525,100,General Bundle
Google Heathered Pom Beanie,14.996,Low,Google NYC Campus Mug,11.852,Low,3,4999.7,100,General Bundle
Google Heathered Pom Beanie,14.996,Low,Google Large Tote White,12.997,Low,3,5602,100,General Bundle
Google Hemp Tote,21.156,Mid,Google KeepCup,34.233,High,3,7590.7,100,General Bundle
Google Hemp Tote,21.156,Mid,Google Keychain,7.633,Low,3,4588.3,100,General Bundle
Google Hemp Tote,21.156,Mid,Google Mesh Bag Blue,6,Low,3,4052.3,100,General Bundle
Google Incognito Dopp Kit V2,46.9,High,Google Incognito Techpack V2,85.968,High,3,6105,100,Premium Set (VIP 타겟)
Google Infant Hero Tee Olive,24.881,Mid,Google NYC Campus Ladies Tee,23.962,Mid,3,4074.3,100,Volume Builder (크로스셀링)
Google Infant Hero Tee Olive,24.881,Mid,Google Zip Hoodie F/C,59.99,High,3,2354.7,100,General Bundle
Google Infant Hero Tee Olive,24.881,Mid,Google Red Speckled Tee,29.944,High,3,1141.8,100,General Bundle
Google Keychain,7.633,Low,Google LoveHandle Black,9.994,Low,3,3684.3,100,General Bundle
Google Keychain,7.633,Low,Google Red YoYo,3.895,Low,3,2526,100,General Bundle
Google Keychain,7.633,Low,Google Red Speckled Tee,29.944,High,3,4942.3,100,Add-on Strategy (업셀링)
Google Kirkland Campus Mug,10.934,Low,Google LA Campus Mug,10.551,Low,3,9968.3,100,General Bundle
Google Kirkland Campus Mug,10.934,Low,Google Kirkland Campus Unisex Tee,20.06,Mid,3,7348.8,100,General Bundle
Google Kirkland Campus Mug,10.934,Low,Google PNW Campus Lapel Pin,5.667,Low,3,11755.3,100,General Bundle
Google Kirkland Campus Sticker,1.992,Low,Google NYC Campus Sticker,1.994,Low,3,11670.7,100,General Bundle
Google Kirkland Campus Sticker,1.992,Low,Google PNW Campus Lapel Pin,5.667,Low,3,9749,100,General Bundle
Google Kirkland Campus Sticker,1.992,Low,Google PNW Campus Mug,10.531,Low,3,9749,100,General Bundle
Google Kirkland Campus Unisex Tee,20.06,Mid,Google Seattle Campus Sticker,1.971,Low,3,9514.5,100,General Bundle
Google Kirkland Campus Unisex Tee,20.06,Mid,Google Seattle Campus Mug,10.777,Low,3,7348.8,100,General Bundle
Google Kirkland Campus Unisex Tee,20.06,Mid,Google PNW Campus Zip Hoodie,50.775,High,3,5003.5,100,General Bundle
Google LA Campus Lapel Pin,5.326,Low,Google NYC Campus Lapel Pin,5.984,Low,3,4658.3,100,General Bundle
Google LA Campus Lapel Pin,5.326,Low,Google LA Campus Sticker,1.972,Low,3,4905,100,General Bundle
Google LA Campus Lapel Pin,5.326,Low,Google LA Campus Mug,10.551,Low,3,4905,100,General Bundle
Google LA Campus Mug,10.551,Low,Google Sunnyvale Campus Mug,10.676,Low,3,2366.7,100,General Bundle
Google LA Campus Mug,10.551,Low,Google Speckled Beanie Navy,19.996,Mid,3,6539.3,100,General Bundle
Google LA Campus Mug,10.551,Low,Google LA Campus Tote,8.972,Low,3,2221,100,General Bundle
Google LA Campus Sticker,1.972,Low,Google NYC Campus Ladies Tee,23.962,Mid,3,6730,100,General Bundle
Google LA Campus Sticker,1.972,Low,YouTube Twill Sandwich Cap Black,13,Low,3,3747.7,100,General Bundle
Google LA Campus Sticker,1.972,Low,Google LA Campus Unisex Tee,21.442,Mid,3,3542.3,100,General Bundle
Google LA Campus Sticker,1.972,Low,Google LA Campus Tote,8.972,Low,3,2171.3,100,General Bundle
Google LA Campus Sticker,1.972,Low,Google Pride Sticker,1,Low,3,2239.3,100,General Bundle
Google LA Campus Unisex Tee,21.442,Mid,Google SF Campus Zip Hoodie,53.879,High,3,2173.3,100,General Bundle
Google LA Campus Zip Hoodie,54.397,High,YouTube Twill Sandwich Cap Black,13,Low,3,3931.7,100,Add-on Strategy (업셀링)
Google Land & Sea Cotton Cap,16.999,Mid,Google Toddler FC Zip Hoodie,34.96,High,3,2639.7,100,General Bundle
Google Land & Sea Cotton Cap,16.999,Mid,Google NYC Campus Mug,11.852,Low,3,4398,100,General Bundle
Google Land & Sea Cotton Cap,16.999,Mid,YouTube Twill Sandwich Cap Black,13,Low,3,5521.3,100,General Bundle
Google Land & Sea Cotton Cap,16.999,Mid,Google Men's Tech Fleece Grey,88.985,High,3,2681.8,100,General Bundle
Google Land & Sea Cotton Cap,16.999,Mid,Supernatural Paper Backpack,57.626,High,3,1164,100,General Bundle
Google Land & Sea Cotton Cap,16.999,Mid,YouTube Leather Strap Hat Black,16.921,Mid,3,1596,100,Volume Builder (크로스셀링)
Google Land & Sea Cotton Cap,16.999,Mid,Google Mural Mug,16.729,Mid,3,7531.7,100,Volume Builder (크로스셀링)
Google Land & Sea Cotton Cap,16.999,Mid,Google Premium Sunglasses,18.662,Mid,3,5956.3,100,Volume Builder (크로스셀링)
Google Land & Sea Cotton Cap,16.999,Mid,Google Speckled Beanie Navy,19.996,Mid,3,7615.7,100,Volume Builder (크로스셀링)
Google Land & Sea Cotton Cap,16.999,Mid,Google Thermal Tumbler Navy,17.912,Mid,3,4757,100,Volume Builder (크로스셀링)
Google Land & Sea Mug,16.968,Mid,Google Seattle Campus Mug,10.777,Low,3,3779,100,General Bundle
Google Land & Sea Tech Taco,3.999,Low,Google Small Cable Organizer Blue,2.999,Low,3,3152.7,100,General Bundle
Google Lapel Pin,7.706,Low,Google NYC Campus Lapel Pin,5.984,Low,3,8567.3,100,General Bundle
Google Lapel Pin,7.706,Low,YouTube Iconic Play Pin,7.996,Low,3,3564.3,100,General Bundle
Google Laptop and Cell Phone Stickers,2.999,Low,Google Youth Badge Tee Olive,23.655,Mid,3,7407,100,General Bundle
Google Laptop and Cell Phone Stickers,2.999,Low,YouTube Twill Sandwich Cap Black,13,Low,3,4298.3,100,General Bundle
Google Laptop and Cell Phone Stickers,2.999,Low,Google Mural Sticker Sheet,2.993,Low,3,5541,100,General Bundle
Google Laptop and Cell Phone Stickers,2.999,Low,Google Youth Hero Tee Grey,23.976,Mid,3,8117.3,100,General Bundle
Google Laptop and Cell Phone Stickers,2.999,Low,YouTube Play Mug,12.986,Low,3,2489.7,100,General Bundle
Google Laptop and Cell Phone Stickers,2.999,Low,Keyboard DOT Sticker,2,Low,3,2742.7,100,General Bundle
Google Large Standard Journal Grey,15.994,Low,Google Light Pen Blue,2.962,Low,3,2696.7,100,General Bundle
Google Large Tote White,12.997,Low,Womens Google Striped LS,,,3,2574.3,100,General Bundle
Google Leather Strap Hat Blue,16.985,Mid,YouTube Leather Strap Hat Black,16.921,Mid,3,1461.3,100,Volume Builder (크로스셀링)
Google Leather Strap Hat Blue,16.985,Mid,Google Sunglasses,3.974,Low,3,2314.1,100,General Bundle
Google Light Pen Blue,2.962,Low,Google Utility Bag Grey,9.973,Low,3,4413.3,100,General Bundle
Google Light Pen Blue,2.962,Low,Google Pen Citron,1.967,Low,3,9277.3,100,General Bundle
Google Light Pen Blue,2.962,Low,Keyboard DOT Sticker,2,Low,3,4862.7,100,General Bundle
Google Light Pen Blue,2.962,Low,Google PNW Campus Mug,10.531,Low,3,8331.3,100,General Bundle
Google Light Pen Green,2.943,Low,Google Zip Hoodie F/C,59.99,High,3,2288.7,100,Add-on Strategy (업셀링)
Google Light Pen Green,2.943,Low,Google Metallic Notebook Set,5.998,Low,3,4939.3,100,General Bundle
Google Light Pen Green,2.943,Low,Google Seattle Campus Mug,10.777,Low,3,8223.3,100,General Bundle
